,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894531,124.21629333496094,112117500.0,1.0,-4.6766755883818405,148.75325156929125,121.82315986869702,39.011477201940416,-130.9360836817981,35.98724893451266,139.12914276123047,141.4162269592285,22.899999618530273,50.3052105888748
0,2023-01-03,AMGN,260.8699951171875,262.6000061035156,258.8699951171875,250.92349243164062,2594800.0,1.0,-3.854120597900618,276.11609503685486,242.71007226050847,46.08526871435869,-104.69879118552221,29.655910273524142,264.1146001180013,258.4630399068197,22.899999618530273,50.3052105888748
0,2023-01-03,AXP,149.5399932861328,150.4499969482422,145.72999572753906,144.50897216796875,2762200.0,1.0,-1.490053773630052,156.51193915891523,138.33664024782306,47.80813122652182,-61.968586585839695,4.929254896632431,148.87212880452475,145.82512079874675,22.899999618530273,50.3052105888748
0,2023-01-03,BA,192.9499969482422,197.17999267578125,192.39999389648438,195.38999938964844,8624600.0,1.0,5.326284626995459,196.70272733683956,176.15427186970342,62.90535341504315,141.20699940934767,44.456629522186844,182.8596669514974,166.2691665649414,22.899999618530273,50.3052105888748
0,2023-01-03,CAT,240.67999267578125,240.67999267578125,236.1999969482422,233.00831604003906,2651900.0,1.0,3.5518471753837275,238.5296977986588,220.1312656412826,59.67886292178835,81.54174559510926,11.268242253533973,229.26659088134767,215.13983434041342,22.899999618530273,50.3052105888748
0,2023-01-03,CRM,135.19000244140625,136.9499969482422,133.02999877929688,134.77999877929688,8196400.0,1.0,-3.5778149556291226,135.97527936474518,126.6787199638681,45.05171835006817,-21.164702404135646,10.214820881660962,137.71499989827473,145.20649998982748,22.899999618530273,50.3052105888748
0,2023-01-03,CSCO,47.86000061035156,48.04999923706055,47.310001373291016,46.155059814453125,17718900.0,1.0,0.1089262206858308,47.883190947051354,44.79855839682072,54.84914238385954,-48.58584379028869,0.9433515609864002,46.50711250305176,44.10725523630778,22.899999618530273,50.3052105888748
0,2023-01-03,CVX,178.0399932861328,179.0,171.50999450683594,165.60519409179688,7565400.0,1.0,0.13055165003655134,171.88449265776305,158.69194472016662,50.68427080503748,-26.38811590454151,20.501534495173775,168.07099253336588,166.56177368164063,22.899999618530273,50.3052105888748
0,2023-01-03,DIS,88.9800033569336,89.97000122070312,87.83000183105469,88.68098449707031,14997100.0,1.0,-2.427960969555741,96.72869938785635,82.52210475032723,44.4890182645269,-57.422580953662106,3.756647221535908,91.96560872395834,94.9462277730306,22.899999618530273,50.3052105888748
0,2023-01-03,GS,345.5,348.6000061035156,342.80999755859375,333.2226867675781,1589700.0,1.0,-5.183016698923041,357.6299828824359,320.54197756678286,48.472521619829536,-76.50311456964334,14.188877306053724,348.5305898030599,336.35982411702474,22.899999618530273,50.3052105888748
0,2023-01-03,HD,317.4200134277344,319.2200012207031,311.7799987792969,305.5298767089844,2822400.0,1.0,1.133524936464994,321.2330362643935,299.8008351955674,52.54128176337398,-84.16430750665405,2.7046367729853555,310.2764149983724,294.788156636556,22.899999618530273,50.3052105888748
0,2023-01-03,HON,215.14999389648438,215.14999389648438,212.22000122070312,208.52418518066406,2219300.0,1.0,1.0241784180941238,211.28447992834583,203.49863927331432,56.778728727136546,-23.117576667815527,0.8646199893202231,208.88226674397785,198.81356608072917,22.899999618530273,50.3052105888748
0,2023-01-03,IBM,141.10000610351562,141.89999389648438,140.47999572753906,133.6342010498047,3338600.0,1.0,-0.58987342802493,143.1315907718978,128.75619304157877,52.16594083009539,-79.44131284670051,9.51349363046845,137.20187581380208,130.62457834879558,22.899999618530273,50.3052105888748
0,2023-01-03,INTC,27.049999237060547,27.06999969482422,26.3700008392334,26.04400634765625,31308000.0,1.0,-0.6448812484465343,28.81720702572816,24.332836271085803,44.6987341924174,-67.09314247600476,8.87733492756039,27.284013430277508,26.954828707377114,22.899999618530273,50.3052105888748
0,2023-01-03,JNJ,176.16000366210938,178.3800048828125,176.00999450683594,171.63885498046875,6344900.0,1.0,0.7010259067711786,173.00399690716034,168.44259580524198,56.33361836993649,31.55867089949578,6.3045193635367145,170.6833241780599,166.4224708557129,22.899999618530273,50.3052105888748
0,2023-01-03,JPM,135.24000549316406,136.74000549316406,133.88999938964844,130.40475463867188,11054800.0,1.0,0.6188472933322657,130.53894606258658,124.44907349918101,58.21867016155561,78.25473885077102,22.45022684572672,128.6070925394694,123.51054140726725,22.899999618530273,50.3052105888748
0,2023-01-03,KO,63.560001373291016,63.560001373291016,62.18000030517578,61.024715423583984,12180500.0,1.0,0.5020761673138523,62.43284784885125,60.69166577724738,54.414258979120085,-30.991254612842233,3.499921580884898,61.22955563863118,58.58905188242594,22.899999618530273,50.3052105888748
0,2023-01-03,MCD,263.5299987792969,264.3500061035156,259.510009765625,257.0157775878906,2743800.0,1.0,-1.2078677654124022,269.2055633650558,254.1730590714676,49.30259029599612,-163.6758618845796,32.877411417552324,262.74944763183595,257.3853205362956,22.899999618530273,50.3052105888748
0,2023-01-03,MMM,121.5199966430664,122.63999938964844,120.37000274658203,113.60126495361328,2612800.0,1.0,-1.0710663953650794,119.17288401480053,109.12604100351001,49.198734441450924,-63.00785896530313,3.9718141210895097,115.35965016682943,113.02431399027506,22.899999618530273,50.3052105888748
0,2023-01-03,MRK,110.41000366210938,111.19999694824219,109.48999786376953,108.1148681640625,8062500.0,1.0,1.7659890840495223,109.56078837854753,104.77509495275129,64.74423534226042,60.56837580347885,12.999591252092957,106.18046798706055,99.99710121154786,22.899999618530273,50.3052105888748
0,2023-01-03,MSFT,243.0800018310547,245.75,237.39999389648438,237.03602600097656,25740000.0,1.0,-1.4203113829035203,254.28753403910994,229.35771589985492,48.15528190036956,-57.77761111332487,7.632141785280537,242.68437754313152,236.70466156005858,22.899999618530273,50.3052105888748
0,2023-01-03,NKE,118.55000305175781,119.48999786376953,117.44000244140625,116.81727600097656,8124800.0,1.0,3.4777765064088726,119.58987139010831,100.58142377590731,59.9941997248868,138.59950133290087,38.56350572884871,108.44718500773112,99.94121882120768,22.899999618530273,50.3052105888748
0,2023-01-03,PG,150.9499969482422,151.7100067138672,149.1199951171875,146.8897705078125,6447300.0,1.0,2.0374131108357005,149.16248237380324,144.39319084397022,60.76141736954516,32.695799980020844,10.731420606062098,145.2367731730143,136.66155459086102,22.899999618530273,50.3052105888748
0,2023-01-03,TRV,186.7100067138672,187.38999938964844,185.24000549316406,182.0962677001953,983400.0,1.0,1.3480267190699635,185.90255753510868,178.01474898344603,56.016138226072805,-27.23212159740216,0.7928086534214692,181.86507873535157,175.87819163004556,22.899999618530273,50.3052105888748
0,2023-01-03,UNH,525.1300048828125,525.6300048828125,512.1599731445312,508.9412841796875,3525600.0,1.0,-1.5502669068163186,538.6109651754143,506.18861063024974,46.9185333266017,-129.66603699073622,17.479094781110906,521.7607167561849,519.1442342122396,22.899999618530273,50.3052105888748
0,2023-01-03,V,209.27999877929688,212.3300018310547,206.16000366210938,205.3731231689453,4202800.0,1.0,-0.15702792249047093,212.32127165653387,200.2757864489349,51.830653502383,-22.991784597548982,13.28866111985691,207.6751744588216,200.72563883463542,22.899999618530273,50.3052105888748
0,2023-01-03,VZ,39.77000045776367,40.22999954223633,39.380001068115234,36.75505828857422,31330700.0,1.0,0.38348522273758334,36.53718741837063,33.0097627311655,56.561219826964255,162.86874195368142,34.88364400368891,34.98143641153971,34.47130559285482,22.899999618530273,50.3052105888748
0,2023-01-03,WBA,37.849998474121094,37.849998474121094,36.880001068115234,34.30513000488281,7377200.0,1.0,-0.497185957517047,38.86290654544308,33.77928591366336,45.903072606068505,-147.27438844762736,18.155538079344048,36.8737850189209,34.80845276514689,22.899999618530273,50.3052105888748
0,2023-01-03,WMT,47.516666412353516,47.9033317565918,47.36333465576172,47.14754104614258,17249700.0,1.0,-0.3321241424040622,49.537096495135046,45.84990301658371,50.88154261735914,-82.47128207366015,14.273346707233634,48.4125052134196,46.86770401000977,22.899999618530273,50.3052105888748
1,2023-01-04,AAPL,126.88999938964844,128.66000366210938,125.08000183105469,125.49749755859375,89113600.0,2.0,-4.757905915677696,147.4993904914573,121.06385718920677,40.03496696145728,-119.81333470920401,35.98724893451264,138.30381469726564,141.1927958170573,22.010000228881836,76.07051728188198
1,2023-01-04,AMGN,263.010009765625,265.010009765625,261.0,253.5511932373047,1773800.0,2.0,-3.6592756557569714,273.9841397319776,242.8741549457568,48.23206645652371,-80.90064714591594,19.06097834821123,263.3825612386068,259.0532549540202,22.010000228881836,76.07051728188198
1,2023-01-04,AXP,148.55999755859375,151.9600067138672,148.55999755859375,147.8682861328125,2620400.0,2.0,-1.1623195970286986,155.8137524011254,138.4906619665504,50.73099554671272,-18.049882708662935,0.9647198859382542,148.80795593261718,146.0226946512858,22.010000228881836,76.07051728188198
